Date and Time (UTC),Date,Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude
5/5/22 1:48,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 1:50,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 1:52,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 1:54,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 1:55,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 1:55,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 1:56,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 1:57,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 1:58,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 1:59,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 2:00,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 2:00,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 2:01,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 2:02,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 2:03,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 2:04,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 2:05,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 2:06,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 2:07,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 2:08,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 2:09,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 2:10,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 2:10,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 2:11,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 2:12,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 2:13,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 2:13,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 2:14,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 2:15,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 2:16,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 2:17,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/5/22 2:18,5/5/22,VR2W-137351,A69-1602-52904,,,,,13,,
5/12/22 13:30,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:31,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:32,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:32,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:33,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:34,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:35,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:36,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:36,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:37,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:38,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:39,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:40,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:41,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:42,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:42,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:43,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:44,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:45,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:46,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:47,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:47,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:48,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:49,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:50,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:51,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:51,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:52,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:53,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:54,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:54,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:55,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:56,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:56,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:57,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:58,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 13:59,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 14:00,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 14:00,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 14:02,5/12/22,VR2W-137351,A69-1602-52914,,,,,13,,
5/12/22 14:49,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 14:50,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 14:51,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 14:52,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 14:53,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 14:54,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 14:55,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 14:56,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 14:57,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 14:57,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 14:58,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 14:59,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:00,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:01,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:02,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:03,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:04,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:05,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:06,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:07,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:07,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:08,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:09,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:10,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:10,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:11,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:12,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:13,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:13,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:14,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:15,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:16,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:16,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:17,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:18,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:19,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:20,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:21,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:21,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:22,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:23,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:24,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:24,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:25,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:26,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:26,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:27,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:28,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:29,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:29,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:30,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:31,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:32,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:33,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:33,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:34,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:35,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:36,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:37,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:38,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:39,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:40,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:40,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:41,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:42,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:43,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:43,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:44,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:44,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:45,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:46,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:47,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:47,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:48,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:49,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:49,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:50,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:51,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:52,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:52,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:53,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:54,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:55,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:55,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:56,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:57,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:58,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:58,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 15:59,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:00,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:01,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:01,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:02,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:03,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:04,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:05,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:05,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:05,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:06,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:07,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:07,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:08,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:08,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:08,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:09,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:09,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:11,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:11,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:12,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:12,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:12,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:13,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:13,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:13,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:14,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:14,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:15,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:15,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:15,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:15,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:16,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:17,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:17,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:17,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:20,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:20,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:21,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:21,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:22,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:22,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:22,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:23,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:23,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:24,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:24,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:24,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:25,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:25,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:25,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:26,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:26,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:27,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:27,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:28,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:28,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:29,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:29,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:29,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:30,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:30,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:32,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:33,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:33,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:33,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:34,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:34,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:35,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:35,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:36,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:36,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:37,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:38,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:38,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:39,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:40,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:40,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:40,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:41,5/12/22,VR2W-137351,A69-1602-52898,,,,,13,,
5/12/22 16:41,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:42,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:42,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:43,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:44,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:45,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:46,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:46,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:47,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:48,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:49,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:49,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:50,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:51,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:52,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:53,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:54,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:54,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:55,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:56,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:56,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:57,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:57,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:58,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 16:59,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 17:00,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 17:01,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 17:01,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 17:02,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 17:03,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 17:03,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 17:04,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 17:05,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 17:06,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 17:07,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 17:08,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 17:08,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 17:09,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 17:10,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 17:11,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 17:12,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 17:12,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 17:13,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 17:14,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 17:14,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 17:15,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 17:16,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 17:17,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
5/12/22 17:17,5/12/22,VR2W-137351,A69-1602-52917,,,,,13,,
